image,category,x1,y1,x2,y2
0204aad7-05dbee41,person,1203.520019,343.261513,1246.379873,451.941859
0204aad7-05dbee41,person,1234.134199,334.077258,1273.932637,455.003276
0204aad7-05dbee41,person,842.680537,364.519185,855.418441,404.692577
02188a44-65ad27f3,person,87.342783,384.308245,117.288881,440.457177
02188a44-65ad27f3,person,112.297864,386.803753,133.509684,417.997604
02188a44-65ad27f3,person,142.243961,378.069475,162.208026,401.776802
02188a44-65ad27f3,person,6.23877,388.051507,27.450589,447.943701
02188a44-65ad27f3,person,0.0,393.042523,18.716311,446.695947
0218c5b0-ad70f9a0,person,369.649546,368.165009,396.371198,440.90729
0233c21b-577418b6,person,2.516273,329.991242,22.646459,376.003093
0233c21b-577418b6,person,149.179048,329.991242,160.682011,360.186521
0233c21b-577418b6,person,169.309233,328.553373,180.812196,363.062261
0233c21b-577418b6,person,157.806271,328.553373,170.747104,363.062261
0233c21b-577418b6,person,797.658572,335.742725,814.913015,383.192447
0233c21b-577418b6,person,819.226627,334.304854,835.043201,381.754576
0233c21b-577418b6,person,850.859775,331.429114,868.114218,357.310779
0233c21b-577418b6,person,662.49876,341.494205,676.877463,374.565224
0233c21b-577418b6,person,635.179224,340.056336,652.433667,371.689484
02346f91-aaa4e437,person,854.549701,106.649963,880.199692,136.349952
02346f91-aaa4e437,person,827.54971,106.649963,843.749705,143.09995
02346f91-aaa4e437,person,199.79993,94.499967,215.999925,117.449959
023a07ea-89f817c3,person,318.937281,422.54971,345.937262,449.549693
023a07ea-89f817c3,person,823.836954,475.874673,854.211932,548.437122
0252f2b5-741ac12c,person,976.680859,613.619199,1004.652105,695.784733
028260c8-52f0dd00,person,1079.542984,262.099168,1110.101631,329.093125
028260c8-52f0dd00,person,0.0,227.512554,17.107604,307.435172
028260c8-52f0dd00,person,73.832267,221.513464,103.215581,289.682754
029ce269-29702a45,person,344.047841,341.380822,356.826803,382.113758
029ce269-29702a45,person,246.608267,342.179508,260.984597,382.11376
029ce269-29702a45,person,167.538446,347.770303,187.505576,406.872998
029ce269-29702a45,person,185.908203,343.776876,201.881904,406.872994
02b7b9ee-7d7a2e00,person,896.28655,375.499045,914.703398,402.10116
02b7b9ee-7d7a2e00,person,1065.107645,375.499045,1081.478176,399.031684
02c26e9d-959a8a8d,person,885.90537,259.532841,898.382911,275.753642
02c26e9d-959a8a8d,person,972.000398,253.294071,989.468955,281.992414
02c26e9d-959a8a8d,person,388.896334,263.276104,396.38286,286.983431
02c26e9d-959a8a8d,person,376.418795,260.780594,386.400827,281.992413
02d5e1be-c0e9cba4,person,265.308604,323.915697,283.275326,355.357465
02d91e68-dffa6840,person,101.556816,392.027295,131.931814,460.652286
02d91e68-dffa6840,person,1.431826,348.152299,81.306817,569.777275
02de1e9e-77fd472f,person,293.236062,355.463103,302.04573,373.082437
02ef72c1-a35e37df,person,1059.981297,287.212297,1083.606281,337.837263
02ef72c1-a35e37df,person,1031.293817,288.899797,1053.231302,339.524763
02ef72c1-e5409f23,person,948.568955,280.656943,970.455049,310.267538
031637c4-d2a9e7f0,person,726.299746,233.549918,762.749733,272.699906
031637c4-d2a9e7f0,person,886.94969,261.899908,909.899682,319.949888
031637c4-d2a9e7f0,person,1140.749601,263.249907,1169.099591,345.599879
031637c4-d2a9e7f0,person,1265.399828,276.749965,1278.899826,291.374964
031637c4-d2a9e7f0,person,1256.399829,284.624964,1264.274827,294.749964
031637c4-d2a9e7f0,person,1246.274829,285.749964,1256.399829,294.749963
031637c4-d2a9e7f0,person,1124.099873,277.874965,1144.349871,310.499961
031637c4-d2a9e7f0,person,386.999952,230.624971,421.874947,295.874963
032164cf-ac289fb1,person,1091.784787,345.62787,1144.190457,440.457177
032164cf-ac289fb1,person,1030.644839,316.929527,1051.856658,360.600918
03343856-ebf78b5f,person,1052.265796,225.625363,1091.909299,354.833815
03343856-ebf78b5f,person,1100.718966,237.371587,1135.957634,346.02415
03343856-ebf78b5f,person,1141.830746,213.879141,1196.157025,346.024148
03534ec1-78720606,person,138.500699,326.911559,162.208026,376.82172
035ce917-9a3d2152,person,156.807396,388.799986,185.130572,441.584091
035ce917-9a3d2152,person,952.431207,420.985415,975.604715,478.919187
03868108-3f65cae7,person,1157.85623,310.837281,1203.4187,381.712233
03868108-3f65cae7,person,1044.793808,312.52478,1065.043794,336.149764
03a2c043-647da9c7,person,97.514064,367.905227,131.897731,449.897046
03a2c043-647da9c7,person,822.043961,326.024771,833.856453,361.462246
03a2c043-647da9c7,person,805.168973,331.087267,813.606467,374.962237
03aa1144-c167799a,person,325.306494,227.322611,338.044399,251.818582
03aa1144-c167799a,person,275.334713,231.241965,289.052456,254.758097
03aa1144-c167799a,person,264.556486,236.14116,273.375036,270.43552
03aa1144-c167799a,person,890.673501,186.169379,911.250118,221.443577
03aa1144-c167799a,person,868.13721,192.048412,880.875114,245.939548
03aa1144-c167799a,person,729.979932,207.725833,740.75816,224.383095
03aa1144-c167799a,person,773.092842,198.907283,786.810585,230.262125
03aa1144-c167799a,person,779.951714,204.786318,806.407362,254.758097
03aa1144-c167799a,person,860.229647,194.000748,873.202948,220.945296
03aa1144-c167799a,person,846.2584,194.998694,853.244024,218.949404
03aa1144-c167799a,person,238.509148,221.294576,250.484503,237.261715
03aa1144-c167799a,person,231.523525,224.288414,239.507094,236.263769
03aa1144-c167799a,person,205.576923,223.290468,214.558439,239.257608
03adba3a-eea89633,person,655.753489,518.237051,664.322763,539.048145
03adba3a-eea89633,person,764.705687,504.771049,783.068417,553.738329
03adba3a-eea89633,person,784.292599,497.425957,798.982783,551.289965
03adba3a-eea89633,person,112.624744,554.554447,121.194018,574.141359
03adba3a-eea89633,person,609.642637,525.174079,615.763547,538.640081
03b3c151-f37ef8b1,person,521.437142,225.281096,531.562134,250.593579
03da9170-d2b4b068,person,664.454684,306.370028,675.032677,329.876679
03da9170-d2b4b068,person,630.649885,302.564188,642.40321,330.772171
03da9170-d2b4b068,person,642.403212,302.9,654.156537,322.880654
03da9170-d2b4b068,person,769.255179,305.194697,781.008505,331.052015
03da9170-d2b4b068,person,1254.496089,304.802912,1279.178074,398.829519
040018cb-c205cb85,person,566.649611,209.215656,608.527181,302.889165
040018cb-c205cb85,person,666.935371,216.929944,696.690484,290.766711
040018cb-c205cb85,person,626.159841,216.929944,645.996587,273.134054
040018cb-c205cb85,person,608.527181,216.929944,626.159839,275.338136
0418be7f-19987abf,person,808.415136,332.422122,836.623119,391.188751
0423f0e5-1d4577ec,person,299.46097,336.893592,314.434019,374.326213
0423f0e5-1d4577ec,person,281.992414,340.636854,293.2222,371.830705
0423f0e5-1d4577ec,person,345.62787,336.893592,356.857656,373.078459
0432d284-b1121aaf,person,677.821879,358.376734,712.628252,451.19373
043962a0-98d745d1,person,1029.049101,431.102686,1045.195269,469.85349
043962a0-98d745d1,person,1074.258371,432.717303,1093.633772,484.385041
044798d1-89915d03,person,673.722466,275.527635,692.090976,304.611108
0449a001-63c5c3bf,person,34.44515,305.162576,69.966719,419.80037
0449a001-63c5c3bf,person,531.747126,393.9665,544.664059,416.571135
0449a001-63c5c3bf,person,430.026267,379.434949,444.557818,418.185752
0449a001-63c5c3bf,person,499.45479,390.737266,509.142491,414.956518
0449a001-63c5c3bf,person,483.308621,389.122649,492.996322,414.956518
047671d6-83485ddb,person,41.849985,349.199873,52.649982,359.999869
047671d6-83485ddb,person,70.199974,345.149877,82.349971,357.299873
047671d6-83485ddb,person,2.700001,343.799876,32.399989,405.899854
047671d6-83485ddb,person,53.99998,347.849874,80.999972,411.299851
047671d6-83485ddb,person,120.149957,348.299878,137.699953,363.149874
047671d6-83485ddb,person,143.09995,350.999877,159.299943,377.999868
047671d6-83485ddb,person,724.949745,355.499869,739.799742,377.09986
047671d6-83485ddb,person,815.399714,355.949872,843.749704,416.699851
049885a1-cb2a82bd,person,1210.192894,286.530741,1256.47863,416.571616
049885a1-cb2a82bd,person,907.881681,290.353446,924.412302,346.557553
049885a1-cb2a82bd,person,875.922482,289.251405,899.065351,347.659596
049885a1-cb2a82bd,person,849.47349,288.149364,869.310232,349.863678
049885a1-cb2a82bd,person,693.74165,293.506083,708.988719,325.906105
04b1c59c-a1d1c725,person,1032.981316,334.462265,1098.793771,472.837171
04b1c59c-a1d1c725,person,1036.356314,339.524762,1063.356295,445.837187
04b1c59c-a1d1c725,person,968.85636,327.71227,1031.293817,476.212167
04b1c59c-a1d1c725,person,214.544379,386.774729,238.169361,439.087193
04b471fb-558800d0,person,1138.877791,58.350672,1169.588672,161.232122
04b471fb-558800d0,person,1092.811469,76.7772,1117.380175,144.341136
04b471fb-558800d0,person,985.323391,84.454919,1017.569814,147.412224
04b471fb-558800d0,person,887.048575,96.739273,905.475103,147.412224
04b471fb-558800d0,person,873.228678,95.203727,887.048575,150.483311
04b471fb-558800d0,person,814.878006,93.668184,853.266606,164.30321
04b471fb-558800d0,person,318.897292,161.232121,343.465996,216.511705
04be762f-8b841e38,person,237.525813,365.56707,256.824787,447.216569
04be762f-8b841e38,person,476.536161,379.670167,500.288741,439.051619
04be762f-8b841e38,person,416.809959,357.26568,460.556773,483.645376
04be762f-8b841e38,person,973.771806,386.430223,989.569269,416.809958
04be762f-8b841e38,person,948.25283,383.999845,972.556618,464.202346
04be762f-8b841e38,person,1046.278058,390.885923,1079.08817,463.797286
04c49cc4-f994251e,person,1134.231246,455.962181,1149.418736,481.274663
04ce1444-39056242,person,343.781039,442.515792,364.244196,484.721055
04ce1444-39056242,person,369.359987,445.073686,392.381039,483.442108
04ce1444-39056242,person,329.712617,442.515792,343.781039,483.442108
04ce1444-39056242,person,70.0863,437.400001,159.612616,672.726318
04df85b9-a4966002,person,1115.624226,323.859548,1225.745065,464.814222
0512b710-3e4c064c,person,536.427744,278.021028,551.069692,310.683835
0512b710-3e4c064c,person,457.586483,276.894724,471.102129,309.557533
0512b710-3e4c064c,person,423.797374,276.894724,441.818233,317.441657
0512b710-3e4c064c,person,412.534336,270.136902,423.797374,303.926013
0512b710-3e4c064c,person,390.00826,272.38951,402.397602,294.915585
0512b710-3e4c064c,person,1147.731237,270.136902,1184.856212,341.21226
0512b710-3e4c064c,person,1214.462569,294.915585,1231.357125,346.725555
0512b710-3e4c064c,person,1238.114946,276.894724,1260.64102,343.346641
0512b710-3e4c064c,person,1122.105664,274.642117,1146.884347,341.094034
0512b710-3e4c064c,person,1115.347842,274.642117,1124.358271,318.567961
0512b710-3e4c064c,person,1092.82177,274.642117,1116.474147,326.452088
0512b710-3e4c064c,person,1266.272538,275.768421,1278.661879,356.862287
0512b710-3e4c064c,person,72.390621,254.368649,102.800818,284.77885
051ce827-ab278cb8,person,559.652355,365.436314,571.633874,374.422452
051ce827-ab278cb8,person,546.173146,365.436314,553.661595,377.417833
051ce827-ab278cb8,person,532.693936,366.934003,544.675455,377.417833
051ce827-ab278cb8,person,502.74014,384.906282,514.721659,413.362389
051ce827-ab278cb8,person,463.800206,384.906282,475.781725,443.316184
051ce827-ab278cb8,person,472.786345,380.413213,486.265552,443.316184
051ce827-ab278cb8,person,478.777103,378.915524,499.74476,450.804635
051ce827-ab278cb8,person,394.906474,374.422452,433.846409,470.2746
051ce827-ab278cb8,person,266.10515,354.952486,334.998881,504.721467
051ce827-ab278cb8,person,1266.561948,396.887801,1278.543467,503.223776
05266828-33538181,person,550.356648,403.312223,568.919135,460.687188
05266828-33538181,person,1228.214427,317.148017,1279.604152,393.498466
05266828-33538181,person,504.108723,412.586078,533.474281,450.761302
0528fc43-5a178551,person,451.72316,304.821318,463.964978,335.425868
052d461d-46d9660e,person,190.351736,170.110478,199.895541,203.14673
052d461d-46d9660e,person,65.548119,157.630115,90.508842,213.424675
052d461d-46d9660e,person,351.128163,182.590841,367.279219,214.892953
052d461d-46d9660e,person,323.230881,175.98359,346.723328,231.044008
052d461d-46d9660e,person,729.209727,200.315055,746.82906,245.831668
052d461d-46d9660e,person,897.432414,216.466109,914.31761,261.248585
052d461d-46d9660e,person,810.122309,202.622345,827.007505,263.555876
052d461d-46d9660e,person,640.756448,198.364335,651.034392,229.932308
052d461d-46d9660e,person,656.907504,196.161919,668.653726,230.666448
052d461d-46d9660e,person,641.490587,194.693642,662.780616,246.083366
052d461d-46d9660e,person,788.398467,185.347138,799.410551,222.788225
052d461d-46d9660e,person,223.845632,182.410582,243.667383,208.839583
052d461d-46d9660e,person,964.692965,94.738336,1277.436148,491.173357
0568273b-0fb92589,person,918.346975,267.019366,937.063286,318.177282
0570f82d-5376271e,person,470.115875,334.911253,486.26693,370.884059
0570f82d-5376271e,person,1031.264967,315.82364,1104.678859,505.231484
0570f82d-5376271e,person,726.039364,333.687481,740.570916,372.438283
059249ba-03a5d9b8,person,390.044257,270.337308,459.231709,531.899628
059249ba-03a5d9b8,person,506.481679,260.212317,584.106625,523.462136
059249ba-03a5d9b8,person,312.419311,268.64981,408.606746,567.337106
059249ba-03a5d9b8,person,60.981983,300.712288,104.856953,489.712158
059249ba-03a5d9b8,person,8.66952,287.212297,60.981983,401.962218
059249ba-03a5d9b8,person,0.232025,272.024808,23.857009,422.212205
059249ba-03a5d9b8,person,393.419256,207.899852,550.356647,666.899535
059249ba-03a5d9b8,person,707.29404,243.337328,847.356444,709.087007
059249ba-03a5d9b8,person,924.981391,76.274942,1279.356148,719.212
059249ba-03a5d9b8,person,98.106958,299.024788,165.606911,467.774673
0594b389-b9dc31c1,person,300.857278,272.64502,312.979732,301.298094
0594b389-b9dc31c1,person,641.38806,281.650274,652.408473,306.997224
0594b389-b9dc31c1,person,1222.006384,300.699848,1278.210491,461.597881
05b457b9-6e326f39,person,51.893204,363.252427,70.854182,406.705265
05b457b9-6e326f39,person,284.414674,358.105265,302.854723,414.147684
05b457b9-6e326f39,person,413.149738,371.235996,422.131253,392.192868
05b457b9-6e326f39,person,302.854723,349.152633,325.875776,396.473686
05c28cb7-a52fa59d,person,583.939529,378.397633,650.501459,489.986748
05ce9fd0-0572fbc3,person,439.209423,394.290278,456.67798,425.484129
05ce9fd0-0572fbc3,person,108.554602,383.060491,154.721501,505.340388
05ce9fd0-0572fbc3,person,2.048473,398.03354,39.945224,543.869586
05d3b23b-55e06f9a,person,449.106717,453.262188,471.044202,530.887135
05e11010-54bec48b,person,784.873303,374.252981,800.742687,417.893789
05e11010-54bec48b,person,1120.775272,378.220328,1153.83649,460.212148
05e11010-54bec48b,person,1178.963014,386.155021,1218.636476,465.501943
05e11010-54bec48b,person,1222.653411,379.013799,1267.616668,475.552554
05e11010-54bec48b,person,1249.102386,364.466861,1278.196256,494.066834
05e11010-54bec48b,person,424.2656,271.601659,576.347201,667.01382
060fcfc7-3b5551df,person,887.890698,286.465158,911.732229,350.653895
060fcfc7-3b5551df,person,860.38124,290.133086,886.056734,352.487859
06123cc6-77915918,person,366.499159,289.194113,386.461231,339.867066
06123cc6-77915918,person,346.537085,292.265201,363.42807,335.260433
06123cc6-77915918,person,384.925684,286.123025,398.745581,307.620642
06123cc6-77915918,person,807.200286,289.194113,833.304534,358.293593
06123cc6-77915918,person,799.522566,289.194113,813.342463,352.151418
06123cc6-77915918,person,756.527333,296.871833,784.167127,347.544785
06123cc6-77915918,person,727.351997,293.800745,744.242981,359.829137
06123cc6-77915918,person,716.60319,293.800745,733.494174,338.331521
06123cc6-77915918,person,688.963396,286.123025,705.854381,339.867066
06123cc6-77915918,person,675.143503,289.194113,687.427855,329.118257
06123cc6-77915918,person,825.626815,290.729658,842.517799,307.620642
06257efc-812f6534,person,589.169122,346.274758,611.106607,385.087231
06257efc-812f6534,person,654.981576,322.649773,665.106569,347.962256
06257efc-812f6534,person,334.356796,336.149764,352.919284,374.962238
06311321-6548921b,person,68.741184,334.082154,93.48801,389.075101
065b4523-bbf99c03,person,1064.373822,200.690436,1095.747288,253.751437
065b4523-bbf99c03,person,596.679622,224.653473,607.163451,257.602649
065b4523-bbf99c03,person,1151.16181,183.360017,1191.599435,217.80688
065b4523-bbf99c03,person,959.457513,205.825363,980.42517,232.78378
066dd5ba-8cbe3153,person,421.379702,283.791824,459.075011,333.603482
066dd5ba-8cbe3153,person,5.385044,312.332559,20.193915,335.218996
0679098c-550ac091,person,1139.258311,390.897041,1179.695936,479.260741
0679098c-550ac091,person,397.901854,386.403972,417.371821,443.316185
067cecc1-d40ce82c,person,326.445576,128.377474,342.951251,166.890715
067ebca1-36bf70d8,person,212.400084,291.974446,265.200104,386.640155
067ebca1-36bf70d8,person,295.200119,311.040125,326.400131,386.640155
0692f9a7-573159c3,person,325.349886,439.424845,336.149884,483.97483
069d5c02-1e8f5e81,person,1201.587143,310.169245,1244.518875,398.03354
06aafbf5-2c703059,person,537.135324,262.230425,554.617352,291.949874
06aafbf5-2c703059,person,724.193031,250.867107,747.575215,306.68472
06d501fd-fd237e38,person,58.731114,365.307543,107.67371,449.78245
06ea2cc4-62a501af,person,920.842484,253.294071,935.815534,273.258135
06fb4e9c-efadbbae,person,707.476543,244.559792,712.46756,254.541826
06fb4e9c-efadbbae,person,813.535635,232.082251,824.765421,281.992413
06fb4e9c-efadbbae,person,1068.077461,215.86145,1084.298263,254.541828
06fb4e9c-efadbbae,person,860.950289,230.834498,874.675583,244.559792
06fb4e9c-efadbbae,person,234.577759,253.294069,269.514873,311.938509
07046e51-26d2ca17,person,1127.959109,377.816877,1154.757777,439.321949
07046e51-26d2ca17,person,1189.903529,374.521963,1221.75437,451.403304
07046e51-26d2ca17,person,728.615482,353.65417,737.40192,369.030435
070b3ecd-62821dec,person,867.60643,313.199785,894.606411,394.199729
070b3ecd-62821dec,person,838.918949,311.512286,872.668926,394.199731
070b3ecd-62821dec,person,1188.231209,321.637281,1267.543653,424.57471
0710389f-038050ae,person,36.349049,253.770203,53.850444,294.158035
0710389f-038050ae,person,499.462842,263.194028,511.579194,283.387946
0710389f-038050ae,person,528.407453,264.540292,543.216325,294.158035
0710389f-038050ae,person,693.997561,251.077683,715.537738,303.581862
0710389f-038050ae,person,1074.989433,224.449078,1122.10857,345.315953
0710389f-038050ae,person,891.204497,231.370398,923.033229,319.511505
07184fbb-1bf770ba,person,361.256535,397.182598,397.182598,488.99365
071a83ae-511f55fb,person,1136.865072,338.017891,1191.085467,457.038274
071a83ae-511f55fb,person,1086.612021,350.889722,1134.220174,461.975411
071a83ae-511f55fb,person,932.987557,364.051242,965.954318,442.075717
071a83ae-511f55fb,person,857.513523,371.608094,885.284947,404.669314
071a83ae-511f55fb,person,779.583507,391.444815,791.39109,405.991751
071a83ae-511f55fb,person,770.231908,391.444825,780.811499,409.959107
071a83ae-511f55fb,person,831.06455,382.187683,846.933934,404.669312
071a83ae-511f55fb,person,487.322346,405.991751,500.546833,433.763174
072a5b71-dfd14a9a,person,237.599917,225.835636,249.749913,263.635623
072a5b71-dfd14a9a,person,329.399885,223.135637,342.89988,251.485627
072a5b71-dfd14a9a,person,340.199881,221.785638,352.349877,254.185626
072a5b71-dfd14a9a,person,357.749875,219.085639,372.59987,254.185625
072a5b71-dfd14a9a,person,1023.685364,198.835646,1042.585357,269.035621
072a5b71-dfd14a9a,person,1007.485369,238.178486,1030.435361,278.678472
072a5b71-dfd14a9a,person,975.085382,201.728498,1008.83537,280.028471
07398e6d-65825072,person,1188.231209,332.774765,1225.356184,401.962218
07398e6d-65825072,person,1188.231209,326.02477,1218.606188,391.837225
07398e6d-65825072,person,1218.606188,329.399768,1245.60617,395.212223
07398e6d-65825072,person,860.856433,324.337272,881.10642,368.212242
073dc97d-7a3e1436,person,510.613235,270.298331,526.723733,307.889489
073dc97d-7a3e1436,person,487.34252,268.508275,507.033126,315.04971
073dc97d-7a3e1436,person,166.922645,264.928167,197.353582,359.801091
073dc97d-7a3e1436,person,80.999995,257.767944,106.060769,341.900537
073dc97d-7a3e1436,person,243.231859,261.899815,270.23184,302.399787
074496ba-19237a5b,person,986.987538,227.461178,1008.146717,298.873406
074496ba-19237a5b,person,963.183462,232.750971,992.277335,293.583611
074496ba-19237a5b,person,901.028374,234.07342,938.056938,296.228509
074496ba-19237a5b,person,848.130427,233.6326,887.803885,297.110138
074496ba-19237a5b,person,763.493708,230.987703,812.424313,302.399931
074496ba-19237a5b,person,718.530453,240.244844,739.689632,269.338714
074496ba-19237a5b,person,286.089727,253.46933,313.861151,274.628511
074496ba-19237a5b,person,217.322394,268.016266,239.804021,306.367277
074496ba-19237a5b,person,131.363231,262.726471,164.424449,315.624419
074496ba-19237a5b,person,99.624463,264.930557,128.718333,325.763197
07454314-345ae74a,person,141.67532,333.564677,168.575697,351.498261
07454314-345ae74a,person,199.06279,324.597884,242.103394,414.265807
07454314-345ae74a,person,303.077582,299.490866,308.457659,326.391243
